Source,Target,Organizer,Weight,Interval,src_lat,src_lon,tgt_lat,tgt_lon,Source_Year,Target_Year,Edge_Year,Edge_Year (Time)
San Diego Convention Center_2005,San Diego University_2005,Bonnie DeVarco,1,2005 to 2009,32.71510311,-117.1677006,32.72531626,-117.1653413,2005,2005,2005,2005-01-01 00:00:00
Open Knowledge Conference (OKCON)_2013,Workshop_2014,Andrea Scharnhorst,1,2010 to 2014,46.19369232,6.147133551,44.01650106,10.44802788,2013,2014,2013,2013-01-01 00:00:00
Open Knowledge Conference (OKCON)_2013,Universite de Lille_2013,Andrea Scharnhorst,1,2010 to 2014,46.19369232,6.147133551,50.64036025,3.063407575,2013,2013,2013,2013-01-01 00:00:00
Lorentz Workshop_2014,The Hague Royal Library_2013,Andrea Scharnhorst,1,2010 to 2014,52.15780219,4.489010196,52.07640728,4.317576526,2014,2013,2013,2013-01-01 00:00:00
Meertens Institute_2012,Universite de Lille_2013,Andrea Scharnhorst,1,2010 to 2014,52.37196229,4.887505376,50.64036025,3.063407575,2012,2013,2012,2012-01-01 00:00:00
Lorentz Workshop_2014,Universite de Lille_2013,Andrea Scharnhorst,1,2010 to 2014,52.15780219,4.489010196,50.64036025,3.063407575,2014,2013,2013,2013-01-01 00:00:00
Lorentz Workshop_2014,Workshop_2014,Andrea Scharnhorst,1,2010 to 2014,52.15780219,4.489010196,44.01650106,10.44802788,2014,2014,2014,2014-01-01 00:00:00
Meertens Institute_2012,OCLC Research and DANS_2014,Andrea Scharnhorst,1,2010 to 2014,52.37196229,4.887505376,52.37766891,4.895533078,2012,2014,2012,2012-01-01 00:00:00
Meertens Institute_2012,Open Knowledge Conference (OKCON)_2013,Andrea Scharnhorst,1,2010 to 2014,52.37196229,4.887505376,46.19369232,6.147133551,2012,2013,2012,2012-01-01 00:00:00
Meertens Institute_2012,The Hague Royal Library_2013,Andrea Scharnhorst,1,2010 to 2014,52.37196229,4.887505376,52.07640728,4.317576526,2012,2013,2012,2012-01-01 00:00:00
Open Knowledge Conference (OKCON)_2013,The Hague Royal Library_2013,Andrea Scharnhorst,1,2010 to 2014,46.19369232,6.147133551,52.07640728,4.317576526,2013,2013,2013,2013-01-01 00:00:00
Meertens Institute_2012,Workshop_2014,Andrea Scharnhorst,1,2010 to 2014,52.37196229,4.887505376,44.01650106,10.44802788,2012,2014,2012,2012-01-01 00:00:00
OCLC Research and DANS_2014,Open Knowledge Conference (OKCON)_2013,Andrea Scharnhorst,1,2010 to 2014,52.37766891,4.895533078,46.19369232,6.147133551,2014,2013,2013,2013-01-01 00:00:00
OCLC Research and DANS_2014,The Hague Royal Library_2013,Andrea Scharnhorst,1,2010 to 2014,52.37766891,4.895533078,52.07640728,4.317576526,2014,2013,2013,2013-01-01 00:00:00
OCLC Research and DANS_2014,Universite de Lille_2013,Andrea Scharnhorst,1,2010 to 2014,52.37766891,4.895533078,50.64036025,3.063407575,2014,2013,2013,2013-01-01 00:00:00
OCLC Research and DANS_2014,Workshop_2014,Andrea Scharnhorst,1,2010 to 2014,52.37766891,4.895533078,44.01650106,10.44802788,2014,2014,2014,2014-01-01 00:00:00
Delft University of Technology Library_2013,Meertens Institute_2012,Andrea Scharnhorst,1,2010 to 2014,52.0145713,4.367151352,52.37196229,4.887505376,2013,2012,2012,2012-01-01 00:00:00
Delft University of Technology Library_2013,Lorentz Workshop_2014,Andrea Scharnhorst,1,2010 to 2014,52.0145713,4.367151352,52.15780219,4.489010196,2013,2014,2013,2013-01-01 00:00:00
1st International Conference on Internet Science_2013,The Hague Royal Library_2013,Andrea Scharnhorst,1,2010 to 2014,50.84981426,4.351993092,52.07640728,4.317576526,2013,2013,2013,2013-01-01 00:00:00
1st International Conference on Internet Science_2013,Libraries and Research: Supporting Change/Changing Support_2014,Andrea Scharnhorst,1,2010 to 2014,50.84981426,4.351993092,52.38369038,4.895418906,2013,2014,2013,2013-01-01 00:00:00
1st International Conference on Internet Science_2013,Lorentz Workshop_2014,Andrea Scharnhorst,1,2010 to 2014,50.84981426,4.351993092,52.15780219,4.489010196,2013,2014,2013,2013-01-01 00:00:00
1st International Conference on Internet Science_2013,Meertens Institute_2012,Andrea Scharnhorst,1,2010 to 2014,50.84981426,4.351993092,52.37196229,4.887505376,2013,2012,2012,2012-01-01 00:00:00
1st International Conference on Internet Science_2013,OCLC Research and DANS_2014,Andrea Scharnhorst,1,2010 to 2014,50.84981426,4.351993092,52.37766891,4.895533078,2013,2014,2013,2013-01-01 00:00:00
1st International Conference on Internet Science_2013,Open Knowledge Conference (OKCON)_2013,Andrea Scharnhorst,1,2010 to 2014,50.84981426,4.351993092,46.19369232,6.147133551,2013,2013,2013,2013-01-01 00:00:00
1st International Conference on Internet Science_2013,Universite de Lille_2013,Andrea Scharnhorst,1,2010 to 2014,50.84981426,4.351993092,50.64036025,3.063407575,2013,2013,2013,2013-01-01 00:00:00
1st International Conference on Internet Science_2013,Delft University of Technology Library_2013,Andrea Scharnhorst,1,2010 to 2014,50.84981426,4.351993092,52.0145713,4.367151352,2013,2013,2013,2013-01-01 00:00:00
1st International Conference on Internet Science_2013,Workshop_2014,Andrea Scharnhorst,1,2010 to 2014,50.84981426,4.351993092,44.01650106,10.44802788,2013,2014,2013,2013-01-01 00:00:00
Aalto University_2013,COST Workshop_2011,Andrea Scharnhorst,1,2010 to 2014,60.2017071,24.65209172,51.43516139,5.488016979,2013,2011,2011,2011-01-01 00:00:00
Aalto University_2013,Delft University of Technology Library_2013,Andrea Scharnhorst,1,2010 to 2014,60.2017071,24.65209172,52.0145713,4.367151352,2013,2013,2013,2013-01-01 00:00:00
Aalto University_2013,Institute for Advanced Studies IMT (Institutions-Markets-Technologies)_2013,Andrea Scharnhorst,1,2010 to 2014,60.2017071,24.65209172,44.01657981,10.45370823,2013,2013,2013,2013-01-01 00:00:00
1st International Conference on Internet Science_2013,Institute for Advanced Studies IMT (Institutions-Markets-Technologies)_2013,Andrea Scharnhorst,1,2010 to 2014,50.84981426,4.351993092,44.01657981,10.45370823,2013,2013,2013,2013-01-01 00:00:00
University of Florida_2010,VIVO 2011 Conference_2011,Katy Borner,1,2010 to 2014,29.64945102,-82.31660241,38.89126812,-77.03682062,2010,2011,2010,2010-01-01 00:00:00
University of Florida_2010,Workshop_2010,Katy Borner,1,2010 to 2014,29.64945102,-82.31660241,38.89652172,-77.03893099,2010,2010,2010,2010-01-01 00:00:00
University of North Carolina_2011,University of Pittsburgh_2012,Katy Borner,1,2010 to 2014,35.23202548,-80.84695165,40.44276457,-79.99514662,2011,2012,2011,2011-01-01 00:00:00
University of North Carolina_2011,VIVO 2011 Conference_2011,Katy Borner,1,2010 to 2014,35.23202548,-80.84695165,38.89126812,-77.03682062,2011,2011,2011,2011-01-01 00:00:00
University of North Carolina_2011,Workshop_2010,Katy Borner,1,2010 to 2014,35.23202548,-80.84695165,38.89652172,-77.03893099,2011,2010,2010,2010-01-01 00:00:00
University of Pittsburgh_2012,VIVO 2011 Conference_2011,Katy Borner,1,2010 to 2014,40.44276457,-79.99514662,38.89126812,-77.03682062,2012,2011,2011,2011-01-01 00:00:00
1st International Conference on Internet Science_2013,COST Workshop_2011,Andrea Scharnhorst,1,2010 to 2014,50.84981426,4.351993092,51.43516139,5.488016979,2013,2011,2011,2011-01-01 00:00:00
University of Pittsburgh_2012,Workshop_2010,Katy Borner,1,2010 to 2014,40.44276457,-79.99514662,38.89652172,-77.03893099,2012,2010,2010,2010-01-01 00:00:00
VIVO 2011 Conference_2011,Workshop_2010,Katy Borner,1,2010 to 2014,38.89126812,-77.03682062,38.89652172,-77.03893099,2011,2010,2010,2010-01-01 00:00:00
1st International Conference on Internet Science_2013,Aalto University_2013,Andrea Scharnhorst,1,2010 to 2014,50.84981426,4.351993092,60.2017071,24.65209172,2013,2013,2013,2013-01-01 00:00:00
Aalto University_2013,Libraries and Research: Supporting Change/Changing Support_2014,Andrea Scharnhorst,1,2010 to 2014,60.2017071,24.65209172,52.38369038,4.895418906,2013,2014,2013,2013-01-01 00:00:00
Aalto University_2013,Lorentz Workshop_2014,Andrea Scharnhorst,1,2010 to 2014,60.2017071,24.65209172,52.15780219,4.489010196,2013,2014,2013,2013-01-01 00:00:00
Delft University of Technology Library_2013,Libraries and Research: Supporting Change/Changing Support_2014,Andrea Scharnhorst,1,2010 to 2014,52.0145713,4.367151352,52.38369038,4.895418906,2013,2014,2013,2013-01-01 00:00:00
COST Workshop_2011,Workshop_2014,Andrea Scharnhorst,1,2010 to 2014,51.43516139,5.488016979,44.01650106,10.44802788,2011,2014,2011,2011-01-01 00:00:00
COST Workshop_2011,Universite de Lille_2013,Andrea Scharnhorst,1,2010 to 2014,51.43516139,5.488016979,50.64036025,3.063407575,2011,2013,2011,2011-01-01 00:00:00
DANS_2015,Universität Regensburg_2016,Andrea Scharnhorst,1,2015 to 2019,52.0775188,4.302833182,49.02001828,12.11028732,2015,2016,2015,2015-01-01 00:00:00
Delft University of Technology Library_2013,Institute for Advanced Studies IMT (Institutions-Markets-Technologies)_2013,Andrea Scharnhorst,1,2010 to 2014,52.0145713,4.367151352,44.01657981,10.45370823,2013,2013,2013,2013-01-01 00:00:00
COST Workshop_2011,The Hague Royal Library_2013,Andrea Scharnhorst,1,2010 to 2014,51.43516139,5.488016979,52.07640728,4.317576526,2011,2013,2011,2011-01-01 00:00:00
Aalto University_2013,Meertens Institute_2012,Andrea Scharnhorst,1,2010 to 2014,60.2017071,24.65209172,52.37196229,4.887505376,2013,2012,2012,2012-01-01 00:00:00
Aalto University_2013,OCLC Research and DANS_2014,Andrea Scharnhorst,1,2010 to 2014,60.2017071,24.65209172,52.37766891,4.895533078,2013,2014,2013,2013-01-01 00:00:00
Aalto University_2013,Open Knowledge Conference (OKCON)_2013,Andrea Scharnhorst,1,2010 to 2014,60.2017071,24.65209172,46.19369232,6.147133551,2013,2013,2013,2013-01-01 00:00:00
Aalto University_2013,The Hague Royal Library_2013,Andrea Scharnhorst,1,2010 to 2014,60.2017071,24.65209172,52.07640728,4.317576526,2013,2013,2013,2013-01-01 00:00:00
Aalto University_2013,Universite de Lille_2013,Andrea Scharnhorst,1,2010 to 2014,60.2017071,24.65209172,50.64036025,3.063407575,2013,2013,2013,2013-01-01 00:00:00
Aalto University_2013,Workshop_2014,Andrea Scharnhorst,1,2010 to 2014,60.2017071,24.65209172,44.01650106,10.44802788,2013,2014,2013,2013-01-01 00:00:00
COST Workshop_2011,Delft University of Technology Library_2013,Andrea Scharnhorst,1,2010 to 2014,51.43516139,5.488016979,52.0145713,4.367151352,2011,2013,2011,2011-01-01 00:00:00
COST Workshop_2011,Open Knowledge Conference (OKCON)_2013,Andrea Scharnhorst,1,2010 to 2014,51.43516139,5.488016979,46.19369232,6.147133551,2011,2013,2011,2011-01-01 00:00:00
COST Workshop_2011,Institute for Advanced Studies IMT (Institutions-Markets-Technologies)_2013,Andrea Scharnhorst,1,2010 to 2014,51.43516139,5.488016979,44.01657981,10.45370823,2011,2013,2011,2011-01-01 00:00:00
COST Workshop_2011,Libraries and Research: Supporting Change/Changing Support_2014,Andrea Scharnhorst,1,2010 to 2014,51.43516139,5.488016979,52.38369038,4.895418906,2011,2014,2011,2011-01-01 00:00:00
COST Workshop_2011,Lorentz Workshop_2014,Andrea Scharnhorst,1,2010 to 2014,51.43516139,5.488016979,52.15780219,4.489010196,2011,2014,2011,2011-01-01 00:00:00
COST Workshop_2011,Meertens Institute_2012,Andrea Scharnhorst,1,2010 to 2014,51.43516139,5.488016979,52.37196229,4.887505376,2011,2012,2011,2011-01-01 00:00:00
COST Workshop_2011,OCLC Research and DANS_2014,Andrea Scharnhorst,1,2010 to 2014,51.43516139,5.488016979,52.37766891,4.895533078,2011,2014,2011,2011-01-01 00:00:00
San Diego Convention Center_2005,The 5th International Symposium on Digital Earth_2007,Bonnie DeVarco,1,2005 to 2009,32.71510311,-117.1677006,37.7844138,-122.4245148,2005,2007,2005,2005-01-01 00:00:00
AMM Annual Conference_2017,Museum Computer Network_2016,Lisel Record,1,2015 to 2019,41.59452909,-93.62726078,29.97346358,-90.0728088,2017,2016,2016,2016-01-01 00:00:00
2018 ASTC Annual Conference_2019,"CNS Center, Indiana University_2016",Lisel Record,1,2015 to 2019,41.76629078,-72.69295563,39.1629485,-86.52854173,2019,2016,2016,2016-01-01 00:00:00
2018 ASTC Annual Conference_2019,Museum Computer Network_2016,Lisel Record,1,2015 to 2019,41.76629078,-72.69295563,29.97346358,-90.0728088,2019,2016,2016,2016-01-01 00:00:00
2018 ASTC Annual Conference_2019,Museum Computer Network_2018,Lisel Record,1,2015 to 2019,41.76629078,-72.69295563,39.73503779,-104.9733675,2019,2018,2018,2018-01-01 00:00:00
2018 ASTC Annual Conference_2019,WonderLab_2017,Lisel Record,1,2015 to 2019,41.76629078,-72.69295563,39.16904816,-86.53583396,2019,2017,2017,2017-01-01 00:00:00
AMM Annual Conference_2017,"CNS Center, Indiana University_2016",Lisel Record,1,2015 to 2019,41.59452909,-93.62726078,39.1629485,-86.52854173,2017,2016,2016,2016-01-01 00:00:00
AMM Annual Conference_2017,Museum Computer Network_2018,Lisel Record,1,2015 to 2019,41.59452909,-93.62726078,39.73503779,-104.9733675,2017,2018,2017,2017-01-01 00:00:00
"Physikalischen Institut, Universität Leipzig_2016",Universität Leipzig_2016,Francis Harvey,1,2015 to 2019,51.34057087,12.37789494,51.34360789,12.3742526,2016,2016,2016,2016-01-01 00:00:00
AMM Annual Conference_2017,WonderLab_2017,Lisel Record,1,2015 to 2019,41.59452909,-93.62726078,39.16904816,-86.53583396,2017,2017,2017,2017-01-01 00:00:00
"CNS Center, Indiana University_2016",Museum Computer Network_2016,Lisel Record,1,2015 to 2019,39.1629485,-86.52854173,29.97346358,-90.0728088,2016,2016,2016,2016-01-01 00:00:00
"CNS Center, Indiana University_2016",Museum Computer Network_2018,Lisel Record,1,2015 to 2019,39.1629485,-86.52854173,39.73503779,-104.9733675,2016,2018,2016,2016-01-01 00:00:00
"CNS Center, Indiana University_2016",WonderLab_2017,Lisel Record,1,2015 to 2019,39.1629485,-86.52854173,39.16904816,-86.53583396,2016,2017,2016,2016-01-01 00:00:00
2018 ASTC Annual Conference_2019,AMM Annual Conference_2017,Lisel Record,1,2015 to 2019,41.76629078,-72.69295563,41.59452909,-93.62726078,2019,2017,2017,2017-01-01 00:00:00
IEEE Cluster 2013_2013,Wonderlab_2013,Todd Theriault,1,2010 to 2014,39.76597344,-86.15962509,39.16961484,-86.52504332,2013,2013,2013,2013-01-01 00:00:00
Indiana University_2013,Wonderlab_2013,Todd Theriault,1,2010 to 2014,39.17180961,-86.5214213,39.16961484,-86.52504332,2013,2013,2013,2013-01-01 00:00:00
Barbican_2014,Delft University of Technology Library_2013,Caroline Nevejan,1,2010 to 2014,51.5084409,-0.129583361,52.0145713,4.367151352,2014,2013,2013,2013-01-01 00:00:00
Luddy Hall_2022,University Collections at McCalla_2024,Todd Theriault,1,2020 to 2024,39.17342798,-86.53714183,39.16579478,-86.53735204,2022,2024,2022,2022-01-01 00:00:00
Museum Computer Network_2016,Museum Computer Network_2018,Lisel Record,1,2015 to 2019,29.97346358,-90.0728088,39.73503779,-104.9733675,2016,2018,2016,2016-01-01 00:00:00
Museum Computer Network_2016,WonderLab_2017,Lisel Record,1,2015 to 2019,29.97346358,-90.0728088,39.16904816,-86.53583396,2016,2017,2016,2016-01-01 00:00:00
Luddy Pre-College Summer Program_2021,Nesta Firebreak_2021,Indiana University Bloomington,1,2020 to 2024,39.15847393,-86.52936649,51.50747182,-0.126933039,2021,2021,2021,2021-01-01 00:00:00
Indy Big Data_2018,University of Toulouse_2017,Olga Scrivner,1,2015 to 2019,39.77928211,-86.16093664,43.6039184,1.442074419,2018,2017,2017,2017-01-01 00:00:00
"Indiana State House, Management Performance Hub_2018","Indiana State House, Management Performance Hub_2019",Darshan Shah,1,2015 to 2019,39.77558882,-86.15319098,39.75771362,-86.16057771,2018,2019,2018,2018-01-01 00:00:00
24 Hour Science Map Event_2021,Luddy Pre-College Summer Program_2021,Indiana University Bloomington,1,2020 to 2024,39.15906746,-86.53990171,39.15847393,-86.52936649,2021,2021,2021,2021-01-01 00:00:00
24 Hour Science Map Event_2021,Nesta Firebreak_2021,Indiana University Bloomington,1,2020 to 2024,39.15906746,-86.53990171,51.50747182,-0.126933039,2021,2021,2021,2021-01-01 00:00:00
24 Hour Science Map Event_2021,"Sciences Library, Indiana University_2022",Indiana University Bloomington,1,2020 to 2024,39.15906746,-86.53990171,39.17015385,-86.5220116,2021,2022,2021,2021-01-01 00:00:00
24 Hour Science Map Event_2021,The Future of Learning & Work Workshop_2022,Indiana University Bloomington,1,2020 to 2024,39.15906746,-86.53990171,52.50863467,13.40038254,2021,2022,2021,2021-01-01 00:00:00
Luddy Pre-College Summer Program_2021,"Sciences Library, Indiana University_2022",Indiana University Bloomington,1,2020 to 2024,39.15847393,-86.52936649,39.17015385,-86.5220116,2021,2022,2021,2021-01-01 00:00:00
Luddy Pre-College Summer Program_2021,The Future of Learning & Work Workshop_2022,Indiana University Bloomington,1,2020 to 2024,39.15847393,-86.52936649,52.50863467,13.40038254,2021,2022,2021,2021-01-01 00:00:00
Nesta Firebreak_2021,"Sciences Library, Indiana University_2022",Indiana University Bloomington,1,2020 to 2024,51.50747182,-0.126933039,39.17015385,-86.5220116,2021,2022,2021,2021-01-01 00:00:00
Nesta Firebreak_2021,The Future of Learning & Work Workshop_2022,Indiana University Bloomington,1,2020 to 2024,51.50747182,-0.126933039,52.50863467,13.40038254,2021,2022,2021,2021-01-01 00:00:00
"Sciences Library, Indiana University_2022",The Future of Learning & Work Workshop_2022,Indiana University Bloomington,1,2020 to 2024,39.17015385,-86.5220116,52.50863467,13.40038254,2022,2022,2022,2022-01-01 00:00:00
Clark Library_2022,University of Michigan Clark Library_2022,Timothy Utter,1,2020 to 2024,42.28493027,-83.75164854,42.27574899,-83.74251652,2022,2022,2022,2022-01-01 00:00:00
College of Arts and Sciences_2024,Science Fest_2022,Jo Anne Tracy,1,2020 to 2024,39.17233172,-86.53517284,39.15936903,-86.52718558,2024,2022,2022,2022-01-01 00:00:00
Indy Big Data_2017,Smith Research Center_2016,Julie Overfield,1,2015 to 2019,39.76839606,-86.16282324,39.16859414,-86.53293021,2017,2016,2016,2016-01-01 00:00:00
Indiana University_2016,Indiana University_2018,Jim Pershing,1,2015 to 2019,39.16200951,-86.53446304,39.17780551,-86.53295285,2016,2018,2016,2016-01-01 00:00:00
Museum Computer Network_2018,WonderLab_2017,Lisel Record,1,2015 to 2019,39.73503779,-104.9733675,39.16904816,-86.53583396,2018,2017,2017,2017-01-01 00:00:00
Indiana University Lifelong Learning_2017,Indiana University_2016,Jim Pershing,1,2015 to 2019,39.16694452,-86.53448588,39.16200951,-86.53446304,2017,2016,2016,2016-01-01 00:00:00
Indiana University Lifelong Learning_2017,Indiana University_2018,Jim Pershing,1,2015 to 2019,39.16694452,-86.53448588,39.17780551,-86.53295285,2017,2018,2017,2017-01-01 00:00:00
Indiana University Lifelong Learning_2017,Mini University_2017,Jim Pershing,1,2015 to 2019,39.16694452,-86.53448588,39.16865319,-86.52959668,2017,2017,2017,2017-01-01 00:00:00
Indiana University_2016,Mini University_2017,Jim Pershing,1,2015 to 2019,39.16200951,-86.53446304,39.16865319,-86.52959668,2016,2017,2016,2016-01-01 00:00:00
Association for Information Science & Technology_2016,Indiana Library Federation_2016,Mary Beth Roska,1,2015 to 2019,55.68794274,12.57312533,39.76109268,-86.15870103,2016,2016,2016,2016-01-01 00:00:00
Indiana University_2018,Mini University_2017,Jim Pershing,1,2015 to 2019,39.17780551,-86.53295285,39.16865319,-86.52959668,2018,2017,2017,2017-01-01 00:00:00
American Association of Law Libraries_2016,American Library Association_2016,Mary Beth Roska,1,2015 to 2019,41.8804372,-87.62805689,28.53762463,-81.37416763,2016,2016,2016,2016-01-01 00:00:00
American Association of Law Libraries_2016,Association for Information Science & Technology_2016,Mary Beth Roska,1,2015 to 2019,41.8804372,-87.62805689,55.68794274,12.57312533,2016,2016,2016,2016-01-01 00:00:00
American Association of Law Libraries_2016,Indiana Library Federation_2016,Mary Beth Roska,1,2015 to 2019,41.8804372,-87.62805689,39.76109268,-86.15870103,2016,2016,2016,2016-01-01 00:00:00
American Library Association_2016,Association for Information Science & Technology_2016,Mary Beth Roska,1,2015 to 2019,28.53762463,-81.37416763,55.68794274,12.57312533,2016,2016,2016,2016-01-01 00:00:00
American Library Association_2016,Indiana Library Federation_2016,Mary Beth Roska,1,2015 to 2019,28.53762463,-81.37416763,39.76109268,-86.15870103,2016,2016,2016,2016-01-01 00:00:00
IEEE Cluster 2013_2013,Indiana University_2013,Todd Theriault,1,2010 to 2014,39.76597344,-86.15962509,39.17180961,-86.5214213,2013,2013,2013,2013-01-01 00:00:00
24 Hour Human Reference Atlas Design Event_2022,University Collections at McCalla_2024,Todd Theriault,1,2020 to 2024,39.16329717,-86.53193102,39.16579478,-86.53735204,2022,2024,2022,2022-01-01 00:00:00
San Diego University_2005,The 5th International Symposium on Digital Earth_2007,Bonnie DeVarco,1,2005 to 2009,32.72531626,-117.1653413,37.7844138,-122.4245148,2005,2007,2005,2005-01-01 00:00:00
Modeling Science Workshop_2009,Rathenau Institute_2008,Peter van den Besselaar,1,2005 to 2009,52.38009357,4.89845947,52.07980467,4.308462243,2009,2008,2008,2008-01-01 00:00:00
Modeling Science Workshop_2009,Society for Social Studies of Science (4S)_2007,Andrea Scharnhorst,1,2005 to 2009,52.38009357,4.89845947,45.49720137,-73.57224213,2009,2007,2007,2007-01-01 00:00:00
Modeling Science Workshop_2009,"Virtual Knowledge Studio, Royal Academy of Arts and Science (KNAW)_2007",Andrea Scharnhorst,1,2005 to 2009,52.38009357,4.89845947,52.37809726,4.888298649,2009,2007,2007,2007-01-01 00:00:00
Modeling Science Workshop_2009,"Virtual Knowledge Studio, Virtual Knowledge Studio, Royal Netherlands Academy of Arts and Sciences_2009",Andrea Scharnhorst,1,2005 to 2009,52.38009357,4.89845947,52.36906821,4.888468924,2009,2009,2009,2009-01-01 00:00:00
Society for Social Studies of Science (4S)_2007,"Virtual Knowledge Studio, Royal Academy of Arts and Science (KNAW)_2007",Andrea Scharnhorst,1,2005 to 2009,45.49720137,-73.57224213,52.37809726,4.888298649,2007,2007,2007,2007-01-01 00:00:00
Society for Social Studies of Science (4S)_2007,"Virtual Knowledge Studio, Virtual Knowledge Studio, Royal Netherlands Academy of Arts and Sciences_2009",Andrea Scharnhorst,1,2005 to 2009,45.49720137,-73.57224213,52.36906821,4.888468924,2007,2009,2007,2007-01-01 00:00:00
"Virtual Knowledge Studio, Royal Academy of Arts and Science (KNAW)_2007","Virtual Knowledge Studio, Virtual Knowledge Studio, Royal Netherlands Academy of Arts and Sciences_2009",Andrea Scharnhorst,1,2005 to 2009,52.37809726,4.888298649,52.36906821,4.888468924,2007,2009,2007,2007-01-01 00:00:00
Interdisciplinary Seminar of the Heraeus Foundation_2008,"Virtual Knowledge Studio, Royal Academy of Arts and Science (KNAW)_2007",Andrea Scharnhorst,1,2005 to 2009,50.65254838,7.222715582,52.37809726,4.888298649,2008,2007,2007,2007-01-01 00:00:00
Northwestern University_2011,University of Southern California_2010,Noshir Contractor,1,2010 to 2014,41.87198984,-87.62931502,34.05403371,-118.2438615,2011,2010,2010,2010-01-01 00:00:00
Interdisciplinary Seminar of the Heraeus Foundation_2008,"Virtual Knowledge Studio, Virtual Knowledge Studio, Royal Netherlands Academy of Arts and Sciences_2009",Andrea Scharnhorst,1,2005 to 2009,50.65254838,7.222715582,52.36906821,4.888468924,2008,2009,2008,2008-01-01 00:00:00
Interdisciplinary Seminar of the Heraeus Foundation_2008,Society for Social Studies of Science (4S)_2007,Andrea Scharnhorst,1,2005 to 2009,50.65254838,7.222715582,45.49720137,-73.57224213,2008,2007,2007,2007-01-01 00:00:00
International Workshop on Mining the Digital Traces of Science_2011,iConference_2011,Angela Zoss,1,2010 to 2014,48.84753858,2.352176443,47.60499337,-122.3326121,2011,2011,2011,2011-01-01 00:00:00
Annual History of Science Conference_2012,UCD Conference_2010,Andre Skupin,1,2010 to 2014,32.72283546,-117.1640007,53.35328861,-6.264808522,2012,2010,2010,2010-01-01 00:00:00
Los Alamos National Laboratory_2005,National Cancer Institute_2006,Ketan Mane,1,2005 to 2009,35.87902263,-106.2992724,38.88893258,-77.03498645,2005,2006,2005,2005-01-01 00:00:00
ESRI Headquaters_2005,ESRI Regional Office_2005,Wendy McKinney,1,2005 to 2009,34.05270415,-117.1802243,34.0454664,-117.1867089,2005,2005,2005,2005-01-01 00:00:00
CERC3 Chemistry Funding Agencies Meeting_2006,National Science Foundation_2006,Janice M. Hicks,1,2005 to 2009,52.38234099,4.899287771,38.89231489,-77.03347187,2006,2006,2006,2006-01-01 00:00:00
American Museum of Science and Energy_2007,American Museum of Science and Energy_2008,Ken Mayes,1,2005 to 2009,36.00371527,-84.27028449,36.01216438,-84.26829262,2007,2008,2007,2007-01-01 00:00:00
Interdisciplinary Seminar of the Heraeus Foundation_2008,Modeling Science Workshop_2009,Andrea Scharnhorst,1,2005 to 2009,50.65254838,7.222715582,52.38009357,4.89845947,2008,2009,2008,2008-01-01 00:00:00
11th International Conference on Information Visualization_2007,"ARchENA, Honggerberg_2007",Remo Burkhard,1,2005 to 2009,47.37290284,8.534128201,47.37932663,8.550589283,2007,2007,2007,2007-01-01 00:00:00
Erasmus University Rotterdam_2008,Interdisciplinary Seminar of the Heraeus Foundation_2008,Andrea Scharnhorst,1,2005 to 2009,51.92901941,4.479048613,50.65254838,7.222715582,2008,2008,2008,2008-01-01 00:00:00
Erasmus University Rotterdam_2008,Modeling Science Workshop_2009,Andrea Scharnhorst,1,2005 to 2009,51.92901941,4.479048613,52.38009357,4.89845947,2008,2009,2008,2008-01-01 00:00:00
Erasmus University Rotterdam_2008,Society for Social Studies of Science (4S)_2007,Andrea Scharnhorst,1,2005 to 2009,51.92901941,4.479048613,45.49720137,-73.57224213,2008,2007,2007,2007-01-01 00:00:00
Erasmus University Rotterdam_2008,"Virtual Knowledge Studio, Royal Academy of Arts and Science (KNAW)_2007",Andrea Scharnhorst,1,2005 to 2009,51.92901941,4.479048613,52.37809726,4.888298649,2008,2007,2007,2007-01-01 00:00:00
Erasmus University Rotterdam_2008,"Virtual Knowledge Studio, Virtual Knowledge Studio, Royal Netherlands Academy of Arts and Sciences_2009",Andrea Scharnhorst,1,2005 to 2009,51.92901941,4.479048613,52.36906821,4.888468924,2008,2009,2008,2008-01-01 00:00:00
24 Hour Human Reference Atlas Design Event_2022,Luddy Hall_2022,Todd Theriault,1,2020 to 2024,39.16329717,-86.53193102,39.17342798,-86.53714183,2022,2022,2022,2022-01-01 00:00:00
Smithsonian Folklife Festival_2012,WTEC workshop_2012,Chin Hua Kong,1,2010 to 2014,38.89931879,-77.03867711,38.89280423,-77.03733274,2012,2012,2012,2012-01-01 00:00:00
The Levy Library_2015,The Levy Library_2016,Gali Halevi,1,2015 to 2019,40.71168749,-74.00397394,40.71668641,-73.99695296,2015,2016,2015,2015-01-01 00:00:00
Indiana University_2012,Smithsonian Folklife Festival_2012,Chin Hua Kong,1,2010 to 2014,39.16896619,-86.53392151,38.89931879,-77.03867711,2012,2012,2012,2012-01-01 00:00:00
Indiana University_2012,WTEC workshop_2012,Chin Hua Kong,1,2010 to 2014,39.16896619,-86.53392151,38.89280423,-77.03733274,2012,2012,2012,2012-01-01 00:00:00
Pedagogical University of Cracow_2011,Torun's Festival of Science and Art_2011,Veslava Osinska,1,2010 to 2014,50.05273618,19.99922061,53.00966269,18.60093117,2011,2011,2011,2011-01-01 00:00:00
